plan_id,democrat_wins,republican_wins,minority_effective,opportunity_districts,ensemble
344,6,8,4,2,raceblind
345,6,8,4,2,raceblind
346,6,8,4,2,raceblind
347,6,8,4,2,raceblind
348,6,8,4,2,raceblind
349,6,8,4,2,raceblind
350,6,8,5,2,raceblind
351,6,8,5,2,raceblind
352,6,8,5,2,raceblind
353,6,8,5,2,raceblind
354,6,8,5,2,raceblind
355,6,8,5,2,raceblind
356,6,8,5,2,raceblind
357,6,8,5,2,raceblind
358,5,9,4,2,raceblind
359,5,9,4,2,raceblind
360,5,9,4,2,raceblind
361,5,9,4,2,raceblind
362,5,9,4,2,raceblind
363,5,9,4,2,raceblind
364,5,9,3,2,raceblind
365,5,9,3,2,raceblind
366,5,9,3,2,raceblind
367,5,9,3,2,raceblind
368,5,9,3,2,raceblind
369,5,9,3,2,raceblind
370,5,9,3,2,raceblind
371,5,9,3,2,raceblind
372,5,9,3,2,raceblind
373,5,9,3,2,raceblind
374,5,9,3,2,raceblind
375,5,9,5,4,raceblind
376,5,9,5,3,raceblind
377,5,9,5,3,raceblind
378,5,9,5,3,raceblind
379,5,9,5,3,raceblind
380,5,9,5,3,raceblind
381,5,9,5,3,raceblind
382,5,9,5,3,raceblind
383,5,9,5,2,raceblind
384,5,9,5,2,raceblind
385,5,9,5,2,raceblind
386,5,9,5,2,raceblind
387,5,9,5,2,raceblind
388,5,9,5,2,raceblind
389,5,9,5,2,raceblind
390,5,9,5,2,raceblind
391,5,9,5,2,raceblind
392,5,9,5,2,raceblind
393,6,8,4,2,raceblind
394,6,8,4,2,raceblind
395,6,8,4,2,raceblind
396,6,8,4,2,raceblind
397,6,8,4,2,raceblind
398,6,8,4,2,raceblind
399,6,8,4,3,raceblind
400,6,8,4,3,raceblind
401,6,8,4,2,raceblind
402,6,8,4,2,raceblind
403,6,8,4,2,raceblind
404,6,8,4,2,raceblind
405,6,8,4,2,raceblind
406,6,8,4,2,raceblind
407,6,8,4,2,raceblind
408,6,8,4,2,raceblind
409,6,8,4,2,raceblind
410,5,9,3,2,raceblind
411,5,9,3,2,raceblind
412,5,9,3,2,raceblind
413,5,9,3,2,raceblind
414,5,9,3,2,raceblind
415,5,9,3,2,raceblind
416,5,9,3,2,raceblind
417,5,9,3,2,raceblind
418,5,9,4,2,raceblind
419,5,9,4,2,raceblind
420,5,9,4,2,raceblind
421,5,9,3,2,raceblind
422,5,9,3,2,raceblind
423,5,9,3,2,raceblind
424,5,9,3,2,raceblind
425,5,9,3,2,raceblind
426,5,9,3,2,raceblind
427,5,9,3,2,raceblind
428,5,9,3,2,raceblind
429,4,10,3,2,raceblind
430,4,10,3,2,raceblind
431,4,10,3,2,raceblind
432,4,10,3,2,raceblind
433,4,10,3,2,raceblind
434,4,10,3,2,raceblind
435,4,10,3,2,raceblind
436,4,10,3,2,raceblind
437,5,9,4,1,raceblind
438,5,9,4,1,raceblind
439,5,9,4,1,raceblind
440,5,9,4,1,raceblind
441,5,9,4,2,raceblind
442,5,9,4,1,raceblind
443,5,9,4,1,raceblind
444,5,9,4,1,raceblind
445,5,9,4,2,raceblind
446,5,9,4,1,raceblind
447,5,9,4,2,raceblind
448,5,9,4,2,raceblind
449,5,9,4,2,raceblind
450,5,9,5,2,raceblind
451,5,9,5,2,raceblind
452,5,9,5,2,raceblind
453,5,9,5,1,raceblind
454,5,9,4,1,raceblind
455,5,9,4,1,raceblind
456,5,9,5,1,raceblind
457,5,9,5,1,raceblind
458,5,9,5,1,raceblind
459,4,10,4,2,raceblind
460,4,10,4,2,raceblind
461,4,10,4,2,raceblind
462,4,10,4,2,raceblind
463,4,10,4,2,raceblind
464,4,10,4,2,raceblind
465,4,10,4,2,raceblind
466,4,10,4,3,raceblind
467,4,10,4,3,raceblind
468,4,10,4,3,raceblind
469,4,10,4,3,raceblind
470,4,10,4,3,raceblind
471,4,10,4,3,raceblind
472,4,10,4,3,raceblind
473,4,10,4,3,raceblind
474,4,10,4,3,raceblind
475,4,10,4,2,raceblind
476,4,10,4,2,raceblind
477,4,10,4,2,raceblind
478,4,10,4,2,raceblind
479,4,10,4,2,raceblind
480,4,10,4,2,raceblind
481,4,10,4,2,raceblind
482,4,10,4,2,raceblind
483,4,10,4,2,raceblind
484,5,9,3,2,raceblind
485,4,10,4,2,raceblind
486,4,10,4,2,raceblind
487,4,10,4,2,raceblind
488,4,10,4,2,raceblind
489,4,10,4,2,raceblind
490,4,10,4,2,raceblind
491,4,10,4,2,raceblind
492,4,10,4,2,raceblind
493,4,10,4,2,raceblind
494,4,10,4,2,raceblind
495,4,10,4,2,raceblind
496,5,9,4,2,raceblind
497,5,9,4,2,raceblind
498,5,9,4,2,raceblind
499,5,9,4,2,raceblind
500,5,9,5,4,raceblind
501,5,9,5,4,raceblind
502,5,9,5,4,raceblind
503,5,9,5,3,raceblind
504,5,9,5,3,raceblind
505,6,8,5,2,raceblind
506,5,9,5,2,raceblind
507,4,10,4,2,raceblind
508,5,9,5,2,raceblind
509,6,8,6,2,raceblind
510,6,8,6,2,raceblind
511,6,8,6,1,raceblind
512,6,8,5,1,raceblind
513,6,8,5,1,raceblind
514,6,8,5,1,raceblind
515,6,8,5,1,raceblind
516,6,8,5,1,raceblind
517,6,8,5,1,raceblind
518,6,8,5,1,raceblind
519,6,8,4,1,raceblind
520,6,8,4,1,raceblind
521,5,9,4,2,raceblind
522,6,8,4,1,raceblind
523,6,8,4,1,raceblind
524,6,8,4,1,raceblind
525,6,8,5,1,raceblind
526,6,8,5,1,raceblind
527,6,8,6,1,raceblind
528,6,8,6,1,raceblind
529,6,8,5,1,raceblind
530,6,8,5,1,raceblind
531,6,8,5,1,raceblind
532,6,8,5,1,raceblind
533,6,8,5,1,raceblind
534,5,9,4,1,raceblind
535,5,9,4,1,raceblind
536,5,9,4,1,raceblind
537,5,9,4,1,raceblind
538,5,9,4,1,raceblind
539,5,9,4,1,raceblind
540,5,9,4,1,raceblind
541,5,9,4,1,raceblind
542,5,9,5,1,raceblind
543,5,9,5,1,raceblind
544,5,9,5,1,raceblind
545,5,9,5,1,raceblind
546,5,9,5,1,raceblind
547,5,9,5,1,raceblind
548,5,9,4,1,raceblind
549,5,9,4,1,raceblind
550,5,9,4,1,raceblind
551,5,9,3,1,raceblind
552,5,9,3,1,raceblind
553,5,9,3,1,raceblind
554,5,9,3,1,raceblind
555,5,9,3,1,raceblind
556,5,9,3,1,raceblind
557,6,8,4,1,raceblind
558,6,8,4,1,raceblind
559,6,8,4,1,raceblind
560,6,8,5,1,raceblind
561,6,8,5,1,raceblind
562,6,8,4,1,raceblind
563,6,8,4,1,raceblind
564,6,8,4,1,raceblind
565,6,8,4,1,raceblind
566,6,8,4,1,raceblind
567,6,8,4,1,raceblind
568,6,8,4,1,raceblind
569,6,8,4,1,raceblind
570,6,8,3,1,raceblind
571,6,8,3,1,raceblind
572,6,8,3,1,raceblind
573,6,8,3,1,raceblind
574,6,8,3,1,raceblind
575,6,8,3,1,raceblind
576,6,8,4,1,raceblind
577,6,8,4,1,raceblind
578,6,8,4,1,raceblind
579,6,8,5,1,raceblind
580,6,8,5,1,raceblind
581,6,8,5,1,raceblind
582,6,8,5,1,raceblind
583,6,8,5,1,raceblind
584,6,8,5,1,raceblind
585,6,8,5,1,raceblind
586,6,8,5,1,raceblind
587,6,8,5,1,raceblind
588,7,7,6,1,raceblind
589,7,7,5,1,raceblind
590,6,8,5,1,raceblind
591,7,7,6,1,raceblind
592,7,7,6,1,raceblind
593,7,7,6,1,raceblind
594,7,7,6,1,raceblind
595,7,7,6,1,raceblind
596,7,7,6,1,raceblind
597,7,7,6,1,raceblind
598,6,8,5,1,raceblind
599,6,8,5,1,raceblind
600,6,8,5,1,raceblind
601,6,8,5,1,raceblind
602,6,8,5,1,raceblind
603,6,8,5,1,raceblind
604,6,8,5,1,raceblind
605,6,8,5,1,raceblind
606,6,8,5,1,raceblind
607,6,8,5,1,raceblind
608,6,8,5,1,raceblind
609,6,8,5,1,raceblind
610,6,8,5,1,raceblind
611,6,8,5,1,raceblind
612,6,8,5,2,raceblind
613,6,8,5,2,raceblind
614,6,8,4,2,raceblind
615,6,8,4,2,raceblind
616,6,8,4,2,raceblind
617,6,8,5,2,raceblind
618,5,9,4,2,raceblind
619,5,9,4,2,raceblind
620,5,9,4,2,raceblind
621,5,9,4,2,raceblind
622,5,9,4,2,raceblind
623,5,9,4,2,raceblind
624,5,9,4,2,raceblind
625,5,9,5,4,raceblind
626,5,9,5,4,raceblind
627,5,9,5,4,raceblind
628,5,9,5,4,raceblind
629,6,8,6,3,raceblind
630,6,8,6,3,raceblind
631,6,8,6,3,raceblind
632,5,9,5,4,raceblind
633,5,9,5,4,raceblind
634,5,9,5,4,raceblind
635,5,9,5,4,raceblind
636,5,9,5,3,raceblind
637,5,9,5,3,raceblind
638,5,9,5,3,raceblind
639,5,9,5,3,raceblind
640,5,9,5,3,raceblind
641,5,9,5,3,raceblind
642,5,9,5,3,raceblind
643,5,9,5,3,raceblind
644,5,9,5,3,raceblind
645,5,9,5,3,raceblind
646,5,9,5,3,raceblind
647,5,9,5,3,raceblind
648,5,9,4,3,raceblind
649,5,9,4,3,raceblind
650,5,9,4,3,raceblind
651,4,10,3,3,raceblind
652,5,9,3,3,raceblind
653,5,9,3,3,raceblind
654,5,9,3,3,raceblind
655,5,9,3,3,raceblind
656,5,9,3,3,raceblind
657,5,9,3,3,raceblind
658,5,9,3,3,raceblind
659,5,9,3,3,raceblind
660,5,9,3,3,raceblind
661,5,9,3,3,raceblind
662,6,8,4,3,raceblind
663,6,8,4,3,raceblind
664,6,8,4,3,raceblind
665,6,8,4,3,raceblind
666,6,8,4,3,raceblind
667,6,8,4,3,raceblind
668,6,8,4,3,raceblind
669,6,8,4,3,raceblind
670,6,8,4,3,raceblind
671,5,9,3,3,raceblind
672,5,9,3,3,raceblind
673,5,9,3,3,raceblind
674,5,9,3,3,raceblind
675,5,9,3,3,raceblind
676,5,9,3,3,raceblind
677,5,9,3,3,raceblind
678,5,9,3,3,raceblind
679,5,9,3,3,raceblind
680,5,9,3,3,raceblind
681,5,9,3,3,raceblind
682,6,8,3,3,raceblind
683,6,8,3,3,raceblind
684,6,8,3,3,raceblind
685,6,8,3,3,raceblind
686,6,8,3,3,raceblind
687,6,8,3,3,raceblind
688,6,8,3,3,raceblind
689,6,8,3,3,raceblind
690,6,8,3,3,raceblind
691,6,8,3,3,raceblind
692,6,8,3,3,raceblind
693,6,8,3,3,raceblind
694,6,8,3,3,raceblind
695,6,8,4,2,raceblind
696,6,8,4,2,raceblind
697,6,8,4,2,raceblind
698,6,8,4,1,raceblind
699,6,8,4,1,raceblind
700,6,8,4,2,raceblind
701,6,8,3,3,raceblind
702,6,8,3,3,raceblind
703,6,8,3,3,raceblind
704,6,8,3,3,raceblind
705,6,8,3,3,raceblind
706,6,8,3,3,raceblind
707,6,8,3,3,raceblind
708,6,8,3,3,raceblind
709,6,8,3,3,raceblind
710,6,8,3,3,raceblind
711,5,9,3,3,raceblind
712,5,9,4,3,raceblind
713,5,9,4,3,raceblind
714,5,9,4,3,raceblind
715,5,9,4,3,raceblind
716,5,9,3,3,raceblind
717,5,9,3,3,raceblind
718,6,8,3,3,raceblind
719,6,8,3,3,raceblind
720,5,9,3,3,raceblind
721,5,9,3,3,raceblind
722,5,9,3,3,raceblind
723,5,9,3,3,raceblind
724,5,9,3,3,raceblind
725,6,8,4,2,raceblind
726,6,8,4,2,raceblind
727,6,8,4,2,raceblind
728,6,8,4,2,raceblind
729,6,8,4,2,raceblind
730,6,8,4,2,raceblind
731,6,8,4,2,raceblind
732,6,8,4,2,raceblind
733,6,8,4,2,raceblind
734,6,8,4,2,raceblind
735,6,8,4,2,raceblind
736,6,8,4,2,raceblind
737,6,8,4,2,raceblind
738,6,8,4,2,raceblind
739,6,8,4,2,raceblind
740,6,8,4,2,raceblind
741,6,8,4,2,raceblind
742,6,8,4,2,raceblind
743,6,8,4,2,raceblind
744,6,8,4,2,raceblind
745,5,9,4,2,raceblind
746,5,9,5,1,raceblind
747,5,9,5,1,raceblind
748,4,10,4,2,raceblind
749,4,10,4,2,raceblind
750,5,9,5,4,raceblind
751,5,9,5,4,raceblind
752,5,9,5,3,raceblind
753,5,9,5,3,raceblind
754,5,9,5,3,raceblind
755,5,9,5,2,raceblind
756,5,9,5,2,raceblind
757,4,10,4,2,raceblind
758,4,10,4,2,raceblind
759,4,10,4,2,raceblind
760,4,10,4,2,raceblind
761,4,10,4,2,raceblind
762,4,10,4,2,raceblind
763,4,10,4,2,raceblind
764,4,10,4,2,raceblind
765,4,10,4,3,raceblind
766,4,10,4,3,raceblind
767,4,10,4,2,raceblind
768,4,10,4,2,raceblind
769,4,10,4,2,raceblind
770,4,10,4,3,raceblind
771,4,10,4,3,raceblind
772,4,10,4,3,raceblind
773,4,10,4,3,raceblind
774,4,10,4,3,raceblind
775,4,10,4,2,raceblind
776,4,10,4,2,raceblind
777,4,10,4,2,raceblind
778,4,10,4,2,raceblind
779,4,10,4,2,raceblind
780,4,10,4,2,raceblind
781,4,10,4,2,raceblind
782,4,10,4,2,raceblind
783,4,10,4,2,raceblind
784,4,10,4,2,raceblind
785,4,10,3,2,raceblind
786,4,10,3,2,raceblind
787,4,10,3,2,raceblind
788,4,10,3,2,raceblind
789,4,10,3,2,raceblind
790,4,10,3,2,raceblind
791,4,10,3,2,raceblind
792,4,10,3,2,raceblind
793,4,10,3,2,raceblind
794,4,10,3,2,raceblind
795,4,10,3,2,raceblind
796,4,10,3,2,raceblind
797,4,10,3,2,raceblind
798,4,10,3,2,raceblind
799,4,10,3,2,raceblind
800,4,10,3,2,raceblind
801,4,10,3,2,raceblind
802,4,10,3,2,raceblind
803,4,10,3,2,raceblind
804,4,10,3,2,raceblind
805,4,10,3,2,raceblind
806,4,10,3,2,raceblind
807,4,10,2,2,raceblind
808,4,10,2,2,raceblind
809,4,10,2,2,raceblind
810,5,9,3,2,raceblind
811,5,9,3,2,raceblind
812,4,10,2,2,raceblind
813,4,10,2,2,raceblind
814,4,10,2,2,raceblind
815,4,10,2,2,raceblind
816,4,10,2,2,raceblind
817,4,10,3,2,raceblind
818,4,10,3,2,raceblind
819,4,10,3,2,raceblind
820,4,10,3,2,raceblind
821,4,10,3,2,raceblind
822,4,10,3,2,raceblind
823,4,10,3,2,raceblind
824,4,10,3,2,raceblind
825,4,10,3,2,raceblind
826,4,10,3,2,raceblind
827,4,10,3,2,raceblind
828,4,10,3,2,raceblind
829,4,10,3,2,raceblind
830,4,10,3,2,raceblind
831,4,10,3,2,raceblind
832,4,10,3,2,raceblind
833,4,10,3,2,raceblind
834,4,10,3,2,raceblind
835,4,10,3,2,raceblind
836,4,10,3,2,raceblind
837,4,10,3,2,raceblind
838,4,10,3,2,raceblind
839,4,10,3,2,raceblind
840,4,10,3,2,raceblind
841,4,10,3,2,raceblind
842,5,9,3,2,raceblind
843,5,9,3,2,raceblind
844,5,9,3,2,raceblind
845,6,8,4,2,raceblind
846,6,8,4,2,raceblind
847,6,8,4,2,raceblind
848,6,8,4,2,raceblind
849,6,8,4,2,raceblind
850,5,9,3,2,raceblind
851,5,9,3,2,raceblind
852,5,9,3,2,raceblind
853,5,9,3,2,raceblind
854,5,9,3,2,raceblind
855,5,9,3,2,raceblind
856,5,9,3,2,raceblind
857,5,9,3,2,raceblind
858,5,9,3,2,raceblind
859,5,9,3,2,raceblind
860,4,10,3,2,raceblind
861,4,10,3,2,raceblind
862,4,10,3,2,raceblind
863,4,10,3,2,raceblind
864,4,10,3,2,raceblind
865,4,10,3,2,raceblind
866,4,10,3,2,raceblind
867,4,10,3,2,raceblind
868,4,10,3,2,raceblind
869,4,10,3,2,raceblind
870,4,10,3,2,raceblind
871,4,10,3,2,raceblind
872,4,10,3,2,raceblind
873,4,10,3,2,raceblind
874,4,10,3,2,raceblind
875,5,9,5,4,raceblind
876,5,9,5,3,raceblind
877,5,9,5,3,raceblind
878,5,9,5,3,raceblind
879,5,9,5,3,raceblind
880,5,9,5,3,raceblind
881,6,8,5,3,raceblind
882,5,9,5,3,raceblind
883,5,9,5,3,raceblind
884,5,9,5,3,raceblind
885,5,9,5,3,raceblind
886,5,9,5,3,raceblind
887,5,9,5,3,raceblind
888,5,9,5,3,raceblind
889,5,9,5,3,raceblind
890,5,9,5,3,raceblind
891,5,9,5,3,raceblind
892,5,9,5,3,raceblind
893,5,9,5,3,raceblind
894,5,9,5,3,raceblind
895,5,9,5,3,raceblind
896,5,9,5,3,raceblind
897,5,9,4,3,raceblind
898,5,9,4,3,raceblind
899,5,9,4,3,raceblind
900,5,9,4,3,raceblind
901,5,9,4,3,raceblind
902,5,9,4,3,raceblind
903,5,9,4,3,raceblind
904,5,9,4,3,raceblind
905,5,9,5,3,raceblind
906,4,10,4,3,raceblind
907,4,10,3,3,raceblind
908,4,10,3,3,raceblind
909,4,10,3,3,raceblind
910,4,10,3,3,raceblind
911,4,10,3,3,raceblind
912,4,10,3,3,raceblind
913,4,10,3,3,raceblind
914,4,10,3,3,raceblind
915,4,10,3,3,raceblind
916,4,10,3,3,raceblind
917,4,10,3,3,raceblind
918,4,10,3,2,raceblind
919,4,10,3,1,raceblind
920,4,10,3,1,raceblind
921,4,10,3,2,raceblind
922,4,10,3,2,raceblind
923,4,10,3,2,raceblind
924,4,10,3,2,raceblind
925,4,10,3,2,raceblind
926,4,10,3,3,raceblind
927,4,10,3,3,raceblind
