precinct,office,party_detailed,party_simplified,mode,votes,county_name,county_fips,jurisdiction_name,jurisdiction_fips,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic,date,magnitude
02-10,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,321,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-11,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,364,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-12,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,82,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-13,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,29,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-14,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,37,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-15,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,64,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-16,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,463,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-17,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,251,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-18,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,62,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-19,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,5,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-20,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,14,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-21,STATE HOUSE,DEMOCRAT,DEMOCRAT,IN-PERSON,3,NEW CASTLE,10003,NEW CASTLE,10003,STEPHANIE T BOLDEN,002,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-04,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,346,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-05,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,286,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-06,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,409,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-07,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,542,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-08,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,221,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-12,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,83,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-13,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,29,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-14,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,36,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-15,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,67,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-16,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,453,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-17,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,250,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-01,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,353,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-02,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,542,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-03,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,382,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-04,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,446,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-05,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,326,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-06,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,194,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-07,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,571,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-08,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,439,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-09,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,552,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-11,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,116,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
13-03,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,170,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
13-07,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,277,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
13-11,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,407,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
13-12,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,5,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
13-13,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,116,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
13-15,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,51,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
16-13,STATE SENATE,DEMOCRAT,DEMOCRAT,IN-PERSON,139,NEW CASTLE,10003,NEW CASTLE,10003,S ELIZABETH LOCKMAN,003,STATE,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
01-15,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,2,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
02-13,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,29,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-02,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,552,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-03,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,376,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-09,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,553,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-11,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,118,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-12,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,34,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
03-13,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,38,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
12-08,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,100,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
13-12,WILMINGTON CITY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,5,NEW CASTLE,10003,NEW CASTLE,10003,CHRIS JOHNSON,007,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
01-16,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,13,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
01-16,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,9,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-01,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,301,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-01,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,169,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-02,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,456,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-02,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,349,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-04,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,346,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-04,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,159,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-05,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,452,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-05,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,119,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-06,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,501,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-06,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,174,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-07,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,324,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-07,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,217,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-08,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,300,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-08,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,183,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-09,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,541,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-09,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,285,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-12,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,499,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-12,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,382,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-13,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,317,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
06-13,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,132,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-01,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,303,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-01,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,207,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-02,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,296,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-02,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,124,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-03,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,168,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-03,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,152,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-04,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,315,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-04,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,101,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-05,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,542,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-05,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,218,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-06,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,196,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-06,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,134,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-07,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,440,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-07,NEWCASTLE COUNTY COUNCIL,REPUBLICAN,REPUBLICAN,IN-PERSON,218,NEW CASTLE,10003,NEW CASTLE,10003,MICHAEL C SENISCH,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
07-08,NEWCASTLE COUNTY COUNCIL,DEMOCRAT,DEMOCRAT,IN-PERSON,249,NEW CASTLE,10003,NEW CASTLE,10003,JOHN CARTIER,008,LOCAL,2024,GEN,DELAWARE,FALSE,FALSE,DE,10,51,11,2024-11-05,1
